ID;Filename;Link;Catalog;Title;Date;Creator;Contributor;Publisher;Width;Height;Scale;Shelfmark;;Remarks;Questions
1874/350246;0221520001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350246;http://hdl.handle.net/1874/350246;Caart van de erven op de Binnen Amstel, Prinsegracht en Kerkstraat ...;1734;aldus gemeeten en verdeeld op ordre van ... Burgemeesteren en Regeerders der Stadt Amsterdam, in Maart 1734, door Maurits Walraven, Geadmitteerd, en Stadts Landtmeeter.;;[Amsterdam] : P.v.d. Berge, stadts drukker;430;280;Schaal [ca. 1:650].;KAART: Moll 413 (Dk43-5);;;
1874/350247;0221530001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350247;http://hdl.handle.net/1874/350247;Platte grond van het St. Pieters Gasthuis : benevens alle de daaraan behoorende huizen en tuinen;1786;gemeeten en geteekend door J. Schilling ... te Amsterdam 1777 ; C. Philips Jacobsz. sculp. 1786.;[Amsterdam] : [s.n.];630;390;Schaal [ca. 1:440];KAART: Moll 414a (Dk43-5);;;
1874/350248;0221540001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350248;http://hdl.handle.net/1874/350248;Platte grond van het St. Pieters Gasthuis : benevens alle de daaraan behoorende huizen en tuinen;1786;gemeeten en geteekend door J. Schilling ... te Amsterdam 1777 ; C. Philips Jacobsz. sculp. 1786.;[Amsterdam] : [s.n.];630;390;Schaal [ca. 1:440];KAART: Moll 414b (Dk43-5);;;
1874/350249;0221550001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350249;http://hdl.handle.net/1874/350249;[Plattegrond van een kerk];17xx;;;[S.l.] : [s.n.];480;490;;KAART: Moll 414c (Dk43-5);;;
1874/350250;0221560001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350250;http://hdl.handle.net/1874/350250;Aan zyne vorstelyke doorluchtigheyd Willem Carel Hendrik Friso ... word deze nieuwe afbeelding van 's Gravenhage ... opgedragen;1747;door zynne aldernedrigsten, getrouwsten en onderdanigsten dienaar Daniel Langeweg.;;a la Haye : chez Daniel Langeweg;680;460;Schaal [ca. 1:4.000];KAART: Moll 415 (Dk43-5);;;
1874/350251;0221570001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350251;http://hdl.handle.net/1874/350251;Nieuwe grondteekening van 's Gravenhage =;1830;A. Zurcher sculpsit.;;'s Gravenhage : Alex. Bakhuyzen;550;450;Schaal [ca. 1:4.250];KAART: Moll 416 (Dk43-5);;;
1874/350252;0221580001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350252;http://hdl.handle.net/1874/350252;Lugduni Batavorum vulgo Leyden sic ultimo amplificati delineatio;1698;[Frederik de Wit];;Amstelodami : F. de Wit excudit;590;510;Schaal [ca. 1:3.450];KAART: Moll 417 (Dk43-5);;;
1874/351963;0221590009.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351963;http://hdl.handle.net/1874/351963;Nieuwe platte grond der stad Rotterdam, gelegen aan de rivieren de Maas en de Rotte, met al de publique en kerkelijke gebouwen binnen dezelve staande ...;1800;geheel opnieuw gemeeten en geteekend door A. Munro ; C. van Baarsel sculp.;Te Amsterdam : by Mortier Covens en Zoon;830;640;Schaal [ca. 1:1.500];KAART: Moll 418-1-a-d (Dk43-5);;;
1874/350253;0221600001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350253;http://hdl.handle.net/1874/350253;Platte grond van 's Lands Magazyn te Rotterdam;1787;gemaakt door A. Munro en J. van Daalen, discipulen van het Mathematisch Collegie in het Weeshuis te Rotterdam, anno 1787.;;[S.l.] : [s.n.];750;510;;KAART: Moll 419 (Dk43-6);;;
1874/350254;0221610001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350254;http://hdl.handle.net/1874/350254;Platte grond van 's Lands Scheeps Timmerwerf te Rotterdam;1787;gemaakt door A. Munro en J. van Daalen, discipelen van het Mathematisch Collegie in het Weeshuis te Rotterdam, anno 1787.;;[S.l.] : [s.n.];780;730;;KAART: Moll 420 (Dk43-6);;;
1874/350255;0221620001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350255;http://hdl.handle.net/1874/350255;Kaart van de 's Landswerf benevens al de daar op zijnde wooningen, lootsen en hellingen &&, zoo als zich het vertoonde in de maand September 1800.;1800;;;[Rotterdam] : [uitgever niet vastgesteld];750;390;Schaal [ca. 1:550].;KAART: Moll 421 (Dk43-6);;;
1874/350256;0221630001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350256;http://hdl.handle.net/1874/350256;Briela.;1750;;;Te Amsterdam : by I. C;490;380;Schaal [ca. 1:3.000];KAART: Moll 422 (Dk43-6);;;
1874/350257;0221640001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350257;http://hdl.handle.net/1874/350257;Gorchum.;1750;;;Amstelodami : I. C;520;390;Schaal [ca. 1:3.000];KAART: Moll 423 (Dk43-6);;;
1874/350258;0221650001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350258;http://hdl.handle.net/1874/350258;De stad Gorinchem;1750;verbeterd door J.M. Martini.;;[S.l.] : [s.n.];210;170;Schaal [ca. 1:8.000];KAART: Moll  424 (Dk43-6);;;
1874/350259;0221660001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350259;http://hdl.handle.net/1874/350259;Vlissingen.;1730;;;"t' Amsterdam : by Covens &amp; Mortier";510;400;Schaal [ca. 1:3.000];KAART: Moll 427 (Dk43-6);;;
1874/350260;0221670001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350260;http://hdl.handle.net/1874/350260;Aanwysinge van de haavens, kaaijen en verdere waterloopen der stad Vlissingen.;17xx;;;[S.l.] : [s.n.];870;530;Schaal [ca. 1:1.350];KAART: Moll 428 (Dk43-6);;;
1874/350261;0221680001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350261;http://hdl.handle.net/1874/350261;Heusden.;1750;;;Amstelodami : apud Joannem C;510;410;Schaal [ca. 2.500].;KAART: Moll 429 (Dk43-6);;;
1874/350262;0221690001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350262;http://hdl.handle.net/1874/350262;Berghen op Zoom.;1750;;;'t Amsterdam : by J. Covens en C. Mortier;510;410;Schaal [ca. 1:4.200];KAART: Moll 430 (Dk43-6);;;
1874/350263;0221700001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350263;http://hdl.handle.net/1874/350263;Grondtekening der stad Breda.;1740;;;[Amsterdam] : [Tirion];210;170;Schaal [ca. 1:16.000];KAART: Moll 432 (Dk43-6);;;
1874/350264;0221710001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350264;http://hdl.handle.net/1874/350264;Sylva Ducis, Gallis Bois le Duc, German sHartogenbos.;1735;;;t' Amsterdam : by I. C;540;440;Schaal [ca. 1:4.100];KAART: Moll 433 (Dk43-6);;;
1874/350265;0221720001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350265;http://hdl.handle.net/1874/350265;Traiectum ad Mosam vulgo Maestricht.;1725;;;[Amsterdam] : ex Officina I. C;510;410;Schaal [ca. 1:7.000];KAART: Moll 434 (Dk43-6);;;
1874/350266;0221730001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350266;http://hdl.handle.net/1874/350266;Nieuwe kaart van het inkoomen van de Ooster en Wester Eemze en het Hommegat, benevens het vaarwater na Embden en Delfzijl;1797;opgesteld door Jan Luities Ruil, Thomas Douwes van Kammenga en Jacob Pieter de Vries te Emden, Ao 1797.;;Te Amsterdam : by G. Hulst van Keulen;640;550;Schaal [ca. 1:100.000];KAART: Moll 475a (Dk43-10);;;
1874/349126;0221740008.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349126;http://hdl.handle.net/1874/349126;Nieuwe kaart van het inkoomen van de Ooster en Wester Eemze en het Hommegat, benevens het vaarwater na Embden en Delfzijl;1797;opgesteld door Jan Luities Ruil, Thomas Douwes van Kammenga en Jacob Pieter de Vries te Emden, Ao 1797.;;Te Amsterdam : by G. Hulst van Keulen;640;550;Schaal [ca. 1:100.000];KAART: Moll 475b (Dk43-10);;Geen kaart;
1874/350267;0221750001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350267;http://hdl.handle.net/1874/350267;[De Waddenzee];1760;;;[S.l.] : [s.n.];960;500;Schaal [ca. 1:150.000];KAART: Moll 476 (Dk43-10);;;
1874/350268;0221760001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350268;http://hdl.handle.net/1874/350268;Kaart van de Zuider-Zee, behelzende voornamelijk het vaarwater van Amsterdam, na Texel en 't Vlie, benevens de havens van het Nieuwe Diep bij de Helder ...;1780;;;Te Amsterdam : by G. Hulst van Keulen;1040;690;Schaal [ca. 1:130.000];KAART: Moll 478 (Dk43-10);;;
1874/351904;0221770005.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351904;http://hdl.handle.net/1874/351904;Meetingen en peylingen van een bazis tot het formeeren van een kaart van de Zuyder Zee;1797;gemeeten ... door A.A. Buijskes, Lieut. ter Zee, 1797 ; J.C. Delprat del.;[S.l.] : [s.n.];1100;850;Schaal [ca. 1:72.000];KAART: Moll 479 (Dk50-6);;;
1874/350269;0221780001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350269;http://hdl.handle.net/1874/350269;Nieuwe afteekening van het inkomen van de Texelse Reede ...;1735;opgegeven aan Johannes van Keulen door twee Helderse lootsen Bartel Lauresse Gulik en A. Dirksze Pop den 20 Januarie 1735.;;[S.l.] : [s.n.];580;500;Schaal [ca. 1:38.000];KAART: Moll 480 (Dk43-10);;;
1874/350270;0221790001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350270;http://hdl.handle.net/1874/350270;[Nieuwe pas-kaart van Texel en den Horst];1756;;;[S.l.] : [s.n.];560;500;Schaal [ca. 1:40.000];KAART: Moll 481 (Dk43-10);;;
1874/350271;0221800001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350271;http://hdl.handle.net/1874/350271;[Nieuwe pas-kaart van Texel en den Horst];1756;;;[S.l.] : [s.n.];560;500;Schaal [ca. 1:40.000];KAART: Moll 482 (Dk43-10);;;
1874/350272;0221810001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350272;http://hdl.handle.net/1874/350272;Nieuwe pas-kaart van Texel en den Horst.;1782;;;Amsterdam : by Joannes van Keulen en Zoonen;570;500;Schaal [ca. 1:40.000];KAART: Moll 483a (Dk43-10);;;
1874/350273;0221820001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350273;http://hdl.handle.net/1874/350273;Nieuwe pas-kaart van Texel en den Horst.;1782;;;Amsterdam : by Joannes van Keulen en Zoonen;570;500;Schaal [ca. 1:40.000];KAART: Moll 483b (Dk43-10);;;
1874/350553;0221830001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350553;http://hdl.handle.net/1874/350553;Situatie kaart van de Heldersche Rheede en zeegaten;1800;H.M. Leverink ... fecit.;;[S.l.] : [s.n.];610;490;Schaal [ca. 1:30.000];KAART: Moll 484 (Dk43-10);;;
1874/350596;0221840001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350596;http://hdl.handle.net/1874/350596;Hydrographische kaart van de Texel stroom, Heldersche reede en zeegaten;1816;trigonometrisch opgenomen in plan gebragt en geteekend door J.C. Ryk Luitenant ter Zee van de eerste Klasse, met goedkeuring en op Last van Zijne Excellentie den Heere J.C. van der Hoop, Groot Kruis der Orde van de Nederlandsche Leeuw, Minister voor de Marine van het Koningkrijk der Nederlanden ; gegraveerd door C. van Baarsel.;"Te Rotterdam : gedrukt en uitgegeven bij Arbon &amp; Krap";850;970;Schaal [ca. 1:30.000];KAART: Moll 485 (Dk50-6);;;
1874/350597;0221850001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350597;http://hdl.handle.net/1874/350597;Hydrographische kaart der zeegaten van Vlieland, Terschelling en Ameland, met de vaarwaters naar Harlingen en verder de Zuider Zee opgaande, tot aan de Middelgronden;1831;trigonometrisch opgenomen [door] S.J. Keuchenius ; gegraveerd door J.C. Zürcher, te Amsterdam.;Amsterdam : Wed. G. Hulst van Keulen;1070;890;Schaal [ca. 1:50.000];KAART: Moll 486 (Dk50-6);;;
1874/350554;0221860001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350554;http://hdl.handle.net/1874/350554;Nieuwe en zeer accuraate zee-caart van den Hollandse wal strekkende van de Maas tot Texel;1765;opgenomen door Jan Rokusz Douw ;" waarby behoort eene naaukeurige beschryvinge van alle de merken, vuuren, ankerplaatsen, dieptens, het loopen der stroomen en water-gety rekening, ... door Agge Roskam Kool ;  te saamen gebragt, geteekent en uytgegeeven by Joannes van Keulen en Zoonen ...";Amsterdam : [Joannes van Keulen en Zoonen];850;600;Schaal [ca. 1:170.000];KAART: Moll 487 (Dk43-10);;;
1874/350555;0221870001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350555;http://hdl.handle.net/1874/350555;Directions for sailing into the Texel;1780;by John Dieteric Trock of Hamburg.;;[S.l.] : [s.n.];510;680;Schaal [ca. 1:160.000];KAART: Moll 488 (Dk43-10);;;
1874/350556;0221880001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350556;http://hdl.handle.net/1874/350556;Kaart van het Nieuwe Diep aan den Helder, aanwyzende de aldaar gemaakte werken ter formeering van een haven voor 's lands schepen van oorlog.;1790;;;[S.l.] : [s.n.];490;420;Schaal [ca. 1:4.700];KAART: Moll 489 (Dk43-10);;;
1874/350557;0221890001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350557;http://hdl.handle.net/1874/350557;Kaart der haven van het Nieuwe Diep bij den Helder, aanwijzende de aldaar zedert 1782 aangelegde werken en gebouwen ter veilige leg- en bergplaats voor 's Rijks schepen van oorlog ...;1811;meetkundig opgenomen en gekaarteerd op last van de minister van den Waterstaat, door de landmeeter C. Boling in 1810 ; Dl. Veelwaard sculp 1811.;[S.l.] : [s.n.];920;590;Schaal [ca. 1:5.000];KAART: Moll 490 (Dk43-10);;;
1874/350558;0221900001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350558;http://hdl.handle.net/1874/350558;"Kaart van een gedeelte van de Zuider-Zee met de vaarwaters van het Vlaak naar de havens van Medemblik, Hoorn &amp; Enkhuisen.";17xx;;;[S.l.] : [s.n.];210;210;Schaal [ca. 1:285.000];KAART: Moll 491 (Dk43-10);;;
1874/350559;0221910001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350559;http://hdl.handle.net/1874/350559;[Harlingen];17xx;;;[S.l.] : [s.n.];500;290;Schaal [ca. 1:2.000];KAART: Moll 492 (Dk43-10);;;
1874/350560;0221920001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350560;http://hdl.handle.net/1874/350560;De haven van Harlingen met dessels diepte en wijde, bij gewoon hoogwater.;17xx;;;[S.l.] : [s.n.];980;490;Schaal [ca. 1:660];KAART: Moll 493 (Dk43-10);;;
1874/350561;0221930001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350561;http://hdl.handle.net/1874/350561;[Enkhuizen];17xx;;;[S.l.] : [s.n.];570;210;Schaal [ca. 1:2.300];KAART: Moll 494 (Dk43-10);;;
1874/350562;0221940001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350562;http://hdl.handle.net/1874/350562;[Hoorn];17xx;;;[S.l.] : [s.n.];580;230;Schaal [ca. 1:2.300];KAART: Moll 495 (Dk43-10);;;
1874/350563;0221950001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350563;http://hdl.handle.net/1874/350563;[Hellevoetsluis];17xx;;;[S.l.] : [s.n.];540;360;Schaal [ca. 1:3.000];KAART: Moll 496 (Dk43-10);;;
1874/350564;0221960001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350564;http://hdl.handle.net/1874/350564;Schets van een gedeelte van het Haringvliet van Stad tot aan Hellevoetsluis;1799;opgenomen ... door A.A. Buijskes, Capteijn ter Zee.;;[S.l.] : [s.n.];720;440;Schaal [ca. 1: 22.000];KAART: Moll 497 (Dk43-10);;;
1874/350565;0221970001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350565;http://hdl.handle.net/1874/350565;Kaart van de Rheede van Hellevoetsluis, beneffens de zeegaaten Goeree en Quax-diep;17xx;opgenomen ... door den Lieutenant G.J. van Rijsoort, beneffens de stuurlieden N. Feteris en J.R. Pluss ...;;[S.l.] : [s.n.];970;580;Schaal [ca. 1:28.000];KAART: Moll 498 (Dk43-10);;;
1874/350566;0221980001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350566;http://hdl.handle.net/1874/350566;Ruuwe schets van de positiën der vaartuijgen op de Roompot.;17xx;;;[S.l.] : [s.n.];410;400;Schaal [ca. 1:25.000];KAART: Moll 499 (Dk43-10);;;
1874/350598;0221990001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350598;http://hdl.handle.net/1874/350598;Belgica foederata complectens septem provincias, ducatum Geldriae, comitatus Hollandiae et Zelandiae, dioeceses Trajectum, Transisulaniam, Groningam et Frisiam et circumjacentes provincias.;1710;;;Amsterdam : venalis habent Ger. et Leon Valk;600;500;Schaal [ca. 1:650.000];KAART: Ackersdijck 35 (Dk26-5);;;
1874/352108;0222000003.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-352108;http://hdl.handle.net/1874/352108;Le Comté de Hollande;1750;dressé sur les memoires les plus nouveaux par le Sr. Sanson, geographe ordinaire du roy ; presenté à ... le Dauphin ... par ... Alexis Hubert Jaillot.;A Amsterdam : chez I. C;560;430;Schaal [ca. 1:240.000];KAART: Ackersdijck 36 (Dk26-5);;Afmeting per blad. Afmeting van gemonteerde versie niet in Aleph;
1874/350599;0222010001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350599;http://hdl.handle.net/1874/350599;Nieuwe kaart der Vereenigde Nederlanden.;1744;;;Te Amsterdam : by Isaak Tirion;330;290;Schaal [ca. 1:1000.000];KAART: Ackersdijck 37 (Dk26-5);;;
1874/350600;0222020001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350600;http://hdl.handle.net/1874/350600;Nieuwe kaart van de VII Vereenigde Provintien, volgens de nieuwste waarneemingen opgemaakt];1780;;;[S.l.] : [s.n.];220;180;Schaal [ca. 1:1.650.000];KAART: Ackersdijck 38 (Dk26-5);;;
1874/350601;0222030001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350601;http://hdl.handle.net/1874/350601;Germaniae Cisrhenanae ut inter J. Caesaris et Trajani fuit imperia Scaldis item Mosae ac Rheni Ostiorum Antiqua descriptio.;1600;;;[S.l.] : [s.n.];260;250;Schaal [ca. 1:2.500.000];KAART: Ackersdijck 39 (Dk26-5);;;
1874/350602;0222040001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350602;http://hdl.handle.net/1874/350602;Oud Nederland zo als het zelve door de Batavieren, Marezaaten, Sturien, Frisiabonen ... en andere volkeren oudtijds bewoond wierd, naar de plaatsing der beste schrijveren.;1785;;;Te Amsterdam : bij Arend Fokke Simonsz.;140;90;Schaal [ca. 1:3.500.000];KAART: Ackersdijck 41 (Dk26-5);;;
1874/350603;0222050001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350603;http://hdl.handle.net/1874/350603;Algemeene kaarte der Nederlandsche Republiek, verdeeld naar derzelver kerkelyk bestuur;1768;door W.A. Bachiene ... ; J. van Jagen sculps. 1767.;Amsterdam : bij D. onder de Linden;270;220;;KAART: Ackersdijck 42-1 (Dk26-5);;;
1874/350604;0222060001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350604;http://hdl.handle.net/1874/350604;De tot de Synode van Gelderland behoorende twee generaliteits klassen van 's Bosch en van Peel en Kempenland;1768;door W.A. Bachiene ... ; J. van Jagen sculps. 1767.;te Amsterdam : by D. onder de Linden;270;210;Schaal [ca. 1:400.000];KAART: Ackersdijck 42-2 (Dk26-5);;;
1874/350605;0222070001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350605;http://hdl.handle.net/1874/350605;Een gedeelte der Synode van Gelderland, vertoonende de VI klassen die aan de Provincie zelve behooren;1768;door W.A. Bachiene ... ; J. van Jagen sculp. 1765.;te Amsterdam : by D. onder de Linden;270;210;Schaal [ca. 1:400.000];KAART: Ackersdijck 42-3 (Dk26-5);;;
1874/350606;0222080001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350606;http://hdl.handle.net/1874/350606;De klassis van Maastricht en landen van Overmaas;1768;door W.A. Bachiene ... ; J. van Jagen sculp. 1768.;te Amsterdam : by D. onder de Linden;270;210;Schaal [ca. 1:180.000];KAART: Ackersdijck 42-4 (Dk26-5);;;
1874/350607;0222090001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350607;http://hdl.handle.net/1874/350607;Septem Provinciae seu Belgium Foederatum, quod generaliter audit Hollandia, secundum recentissimas observationes.;1794;;;Prostat Augustae Vindelicorum : apud Joannem Walch;600;490;Schaal [ca. 1:500.000];KAART: Ackersdijck 43 (Dk26-5);;;
1874/350608;0222100001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350608;http://hdl.handle.net/1874/350608;Kaart der Bataafse Republiek : verdeeld in departementen en ringen volgens de acte van staatsregeling bij publicatie van het Uitvoerend Bewind van den 17 Novemb. 1798 en in districten bij publicatie van den 14 Meij 1799;1799;door Quint Ondaatje ; C. van Baarsel sculp[sit] Amst.;In de Haag : bij J.C. Leeuwensteijn;410;500;Schaal [ca. 1:2.000.000];KAART: Ackersdijck 44 (Dk26-5);;;
1874/350609;0222110001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350609;http://hdl.handle.net/1874/350609;Nouvelle carte des departements de Hollande et des départemens circonvoisins de l'Empire Francais =;1811;W.C. van Baarsel del. et sc..;;A Amsterdam : chez E. Maaskamp;530;420;Schaal [ca. 1:760.000];KAART: Ackersdijck 45 (Dk26-5);;;
1874/350610;0222120001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350610;http://hdl.handle.net/1874/350610;La Hollande;1830;W.C. v. Baarsel del. et sculp.;;[S.l.] : J. R. Poster excudit;430;290;Schaal [ca. 1:650.000].;KAART: Ackersdijck 46 (Dk26-5);;;
1874/351915;0225390025.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351915;http://hdl.handle.net/1874/351915;Nouvelle carte de la Hollande, d'apres Krayenhoff et les meilleurs cartes connues : 24 feuilles;1832;Établissement Géographique de Bruxelles, Fondé par Ph. Vander Maelen.;;Bruxelles : Etablissement geographique, fond; ; ;Schaal [ca. 1:115.200];KAART: Ackersdijck 47 (Dk26-5);;"Formaat in Aleph gegeven als ""58 cm""";
1874/351905;0222430001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351905;http://hdl.handle.net/1874/351905;Carte du Zuiderzee et des grands canaux de navigation, qui communiquent avec Amsterdam, l'an 1827.;1827;;;[Bruxelles] : [s.n.];450;590;Schaal [ca. 1:300.000];KAART: Ackersdijck 48 (Dk26-5);;;
1874/351906;0222570001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351906;http://hdl.handle.net/1874/351906;Geographisch-historisch-statistieke tabel van Nederland;1838;door E.M.;;Te Groningen : bij P. van Zweeden; ; ;;KAART: Ackersdijck 49 (Dk26-5);;Geen kaart;
1874/350611;0222580001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350611;http://hdl.handle.net/1874/350611;Proef eener geologische kaart van de Nederlanden;1844;door W.C.H. Staring ; op steen geteekend en gegraveerd door J.Jaeger.;Groningen : J. Oomkens Jz;580;650;Schaal [ca. 1:800.000];KAART: Ackersdijck 50 (Dk26-6);;;
1874/350612;0222590001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350612;http://hdl.handle.net/1874/350612;Spoorwegkaart van het Koningrijk der Nederlanden;1846;lith. van L.J. Tordoir.;;Zwolle : Zeehuisen;320;340;Schaal [ca. 1:1.000.000].;KAART: Ackersdijck 51 (Dk26-6);;;
1874/351907;0222600007.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351907;http://hdl.handle.net/1874/351907;Nieuwe etappe-kaart van het Koningrijk der Nederlanden op de schaal van 1:200,000;1848;vervaardigd op het Topographisch Bureau van het Departement van Oorlog 1848 ; verkrijgbaar gesteld bij de Erven Doorman te 's-Gravenhage.;[Den Haag] : Topographisch Bureau;1420;1710;Schaal 1:200.000.;KAART: Ackersdijck 52 (Dk26-6);;;
1874/352109;0222610001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-352109;http://hdl.handle.net/1874/352109;Kaart van de Zuiderzee;1849;zamengest. uit de Hydrographische kaarten ... door A. van Rhijn ;" geassisteerd door A.R. Blommendal ;  Van Baarsel & Tuyn sculps.";'s-Gravenhage : Directie der Marine;880;1040;Schaal 1:100.000.;KAART: Ackersdijck 53 (Dk50-8);;;
1874/350613;0222620001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350613;http://hdl.handle.net/1874/350613;Administratieve kaart van Nederland : 1854.;1854;;;Enschede : B.B. Blijdenstein;390;440;Schaal [1:800.000];KAART: Ackersdijck 54 (Dk26-6);;;
1874/350614;0222630001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350614;http://hdl.handle.net/1874/350614;Kaart van het Koningrijk der Nederlanden : aantoonende de wijze waarop en de plaatsen waarheen op 1e Januarij 1857 briefpakketten worden verzonden of briefbestelling wordt verrigt op kosten van 's Rijks schatkist, benevens opgave waar op dat tijdstip E.M. telegraaf kantoren geopend waren;1857;ontworpen en geteekend door S. Gille Heringa ; op steen gebragt bij A.J. Bogaerts.;Middelburg : J.G. en W. Altorffer;620;620;Schaal [ca. 1:550.000];KAART: Ackersdijck 55-1 (Dk26-6);;;
1874/350615;0222640001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350615;http://hdl.handle.net/1874/350615;Kaart van het Koningrijk der Nederlanden : aantoonende de wijze waarop en de plaatsen waarheen op 1e September 1856 briefpakketten worden verzonden of briefbestelling wordt verrigt op kosten van 's Rijks schatkist, benevens opgave waar op dat tijdstip E.M. telegraaf kantoren geopend waren;1856;ontworpen en geteekend door S. Gille Heringa ; op steen gebragt bij A.J. Bogaerts.;Middelburg : J.G. en W. Altorffer;620;620;Schaal [ca. 1:550.000];KAART: Ackersdijck 55-2 (Dk26-6);;;
1874/350616;0222650001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350616;http://hdl.handle.net/1874/350616;Fossa quae a Rheno ad Mosam duci coepta est, anno MDCXXII.;1627;;;Amsterdam : excudit Guilj. Janssonius Blaeuw;510;390;Schaal 1:143.000.;KAART: Ackersdijck 57 (Dk26-6);;;
1874/350617;0222660001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350617;http://hdl.handle.net/1874/350617;Kaart van den loop der rivieren de Rhijn, de Maas, de Waal, de Merwe, en de Lek, door de provincien van Gelderland, Holland en Utrecht;1750;C. Velsen delin.; Is. Tirion excud.;Amsterdam : Isaak Tirion;455;270;[ca. 1:350.000].;KAART: Ackersdijck 58 (Dk26-6);;;
1874/350618;0222670001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-350618;http://hdl.handle.net/1874/350618;Caarte ofte afteeckening van de rivier de Merwede van Gorichem af benedenwaarts etc.;1730;[Nicolaas Cruquius];;[S.l.] : [s.n.];630;530;Schaal [ca. 1:50.000];KAART: Ackersdijck 59 (Dk26-6);;;
